出師表,臣亮言：,先帝,創業未半，而,指劉備。,
出師表,臣亮言：,先,帝創業未半，而,稱已故之尊長,
出師表,先帝創業未半，而,中道崩殂,。今天下,半途逝世。指劉備即帝位三年後病逝。,
出師表,創業未半，而中道,崩,殂。今天下三分,古代帝王之死曰崩。,
出師表,殂。今天下三分，,益州,疲弊，此誠危,蜀漢國土的主要部分，此借指蜀漢。,
出師表,今天下三分，益州,疲弊,，此誠危急存,困乏。,
出師表,三分，益州疲弊，,此誠危急存亡之秋,,這實在是生死存亡的緊要關頭。,
出師表,分，益州疲弊，此,誠,危急存亡之秋也,實在。,
出師表,臣亮言：,先帝,創業未半，而中道崩殂。,指劉備。,
出師表,臣亮言：,先,帝創業未半，而中道崩殂。,稱已故之尊長,
出師表,先帝創業未半，而,中道崩殂,。今天下三分,半途逝世。指劉備即帝位三年後病逝。,
出師表,臣亮言：先帝創業未半，而中道,崩,殂。,古代帝王之死曰崩。,
出師表,臣亮言：先帝創業未半，而中道崩,殂,。,音ㄘㄨˊ，死。,
出師表,今天下三分，,益州疲弊,，此誠危急存亡之秋也。,蜀漢財力、人力困乏。,
出師表,今天下三分，,益州,疲弊，此誠危急存亡之秋也。,蜀漢國土的主要部分，此借指蜀漢。,
出師表,今天下三分，益州,疲弊,，此誠危急存亡之秋也。,困乏。,
出師表,今天下三分，益州疲弊，,此誠危急存亡之秋,也,這實在是生死存亡的緊要關頭。,
出師表,今天下三分，益州疲弊，此,誠,危急存亡之秋也。,實在。,
出師表,今天下三分，益州疲弊，此誠危急存亡之,秋,也。,時候、關頭。,
出師表,然侍衛之臣，不懈於,內,,指宮廷。,
出師表,忠志之士，,忘身於外,者，蓋追先帝之殊遇，,不顧自身安危，在外竭力為國效命。,
出師表,忠志之士，忘身於,外,者，蓋追先帝之殊遇,指丞相府。 ,
出師表,蓋追先帝之,殊遇,，欲報之於陛下也。,特殊的待遇。多指帝王的恩寵，信任。,
出師表,誠宜,開張聖聽,，以光先帝遺德，恢宏志士之氣,擴大天子的見聞，意指廣聽起群臣意見。,
出師表,誠宜,開張,聖聽，以光先帝遺德，恢宏志士之氣,擴大。,
出師表,誠宜開張,聖,聽，以光先帝遺德，恢宏志士之氣,尊稱天子。,
出師表,誠宜開張聖聽，以光先帝遺德，,恢宏,志士之氣,擴大、發揚。,
出師表,不宜,妄自菲薄,，引喻失義，以塞忠諫之路也。,隨意看輕自己。,
出師表,不宜,妄,自菲薄，引喻失義，以塞忠諫之路也。,隨意。,
出師表,不宜妄自,菲薄,，引喻失義，以塞忠諫之路也。,輕視。,
出師表,不宜妄自,菲,薄，引喻失義，以塞忠諫之路也。,ㄈㄟˇ，微薄。,
出師表,不宜妄自菲薄，,引喻失義,，以塞忠諫之路也。,援引例證不恰當。引用公孫述、劉璋等曾據益州的失敗例子，做為蜀漢不能灰復中原的例證。,
出師表,不宜妄自菲薄，引喻,失義,，以塞忠諫之路也。,偏離正確的意義。,
出師表,不宜妄自菲薄，引喻失,義,，以塞忠諫之路也。,公正合宜的道理。,
出師表,,宮中府中,，俱為一體，陟罰臧否，不宜異同。,指宮廷與丞相府。 ,
出師表,宮中府中，俱為一體，,陟罰臧否,，不宜異同,即「陟臧罰否」，指賞善罰惡。,
出師表,宮中府中，俱為一體，,陟,罰臧否，不宜異同。,音ㄓˋ，升遷、獎賞。,
出師表,宮中府中，俱為一體，陟罰,臧,否，不宜異同。,音ㄗㄤ，善。,
出師表,宮中府中，俱為一體，陟罰臧,否,，不宜異同,音ㄆㄧˇ，惡。,
出師表,宮中府中，俱為一體，陟罰臧否，,不宜異同,,不應當有差別。,
出師表,俱為一體，陟罰臧否，不宜,異同,。,偏義複詞，詞義偏重於「異」。,
出師表,若有,作姦犯科,，及為忠善者，宜付有司,作惡犯法。,
出師表,若有作,姦,犯科，及為忠善者，宜付有司，論其刑賞,同「奸」，違法的事。,
出師表,若有作姦犯,科,，及為忠善者，宜付有司，論其刑賞，,法令。 ,
出師表,及為忠善者，宜付,有司,，論其刑賞，,主管的官員。職有專司，故稱有司。,
出師表,及為忠善者，宜付有,司,，論其刑賞，,管理。 ,
出師表,論其刑賞，以昭陛下,平明之理,，不宜偏私，使內外異法也,公正開明的治理 ,
出師表,不宜偏私，使,內外異法,也。,指宮廷與丞相府有不同的法制。,
出師表,,侍中、侍郎郭攸之、費禕、董允等,，此皆良實，志慮忠純,指侍中 郭攸之、費禕，侍郎 董允等人。,
出師表,,侍中、侍郎,郭攸之、費禕、董允等，此皆良實，志慮忠純，,是皇帝左右的侍從官。,
出師表,侍中、侍郎郭攸之、費禕、董允等，此皆,良實,，志慮忠純，,賢良忠實。 ,
出師表,侍中、侍郎郭攸之、費禕、董允等，此皆良實，,志慮忠純,，,即「志忠慮純」，存心忠誠而謀事專一。 ,
出師表,志慮忠純，是以先帝,簡拔,以遺陛下。,選拔。,
出師表,志慮忠純，是以先帝,簡,拔以遺陛下。,選擇。 ,
出師表,宮中之事，事無大小，悉以,咨,之，然後施行，,通「諮」，詢問、商量。 ,
出師表,然後施行，必能,裨補闕漏,，有所廣益。,有助於缺失的改善。,
出師表,然後施行，必能,裨,補闕漏，有所廣益,音ㄅㄧˋ，增加、幫助。,
出師表,然後施行，必能裨補,闕,漏，有所廣益。,音ㄑㄩㄝ，通「缺」。 ,
出師表,將軍向寵，,性行淑均,，曉暢軍事，,即「性淑行均」，稟性善良，行事公正。,
出師表,將軍向寵，性行,淑,均，曉暢軍事，,善。,
出師表,將軍向寵，性行淑,均,，曉暢軍事，,公正。,
出師表,將軍向寵，性行淑均，,曉暢,軍事，試用於昔日，,精通、通曉 ,
出師表,將軍向寵，性行淑均，曉暢軍事，,試用,於昔日,任用。,
出師表,將軍向寵，性行淑均，曉暢軍事，,試,用於昔日，,任用，在此與「用」同義。 ,
出師表,先帝稱之曰能，是以眾議舉寵為,督,。,指中部督，職務為統領宮廷禁衛部隊。 ,
出師表,營中之事，悉以咨之，必能使,行陣,和睦，優劣得所。,隊伍行列，此指軍隊。,
出師表,悉以咨之，然後施,行,，必能裨補闕漏,音ㄏㄤˊ ,
出師表,必能使行陣和睦，,優劣得所,。,按人才優劣，授予適當職位。,
出師表,必能裨補闕漏，有,所,廣益。,適當的位置 ,
出師表,親賢臣，,遠,小人，此先漢所以興隆也,音ㄩㄢˋ，疏離。,
出師表,每與臣論此事，未嘗不歎息,痛恨,於桓、靈也。,痛心遺憾。,
出師表,每與臣論此事，未嘗不歎息痛,恨,於桓、靈也。,遺憾。 ,
出師表,未嘗不歎息痛恨於,桓、靈,也。,東漢桓帝劉志、靈帝劉宏，皆昏庸無能，寵信宦官、外戚，以致引發東漢末年的大亂。 ,
出師表,侍中、,尚書,、長史、參軍，此悉貞亮死節之臣也,指陳震。掌章奏、宣示、圖書等職。 ,
出師表,侍中、尚書、,長史,、參軍，此悉貞亮死節之臣也,指張裔。幕僚之長。,
出師表,侍中、尚書、,長,史、參軍，此悉貞亮死節之臣也，,音ㄓㄤˇ  ,
出師表,侍中、尚書、長史、,參軍,，此悉貞亮死節之臣也，,指蔣琬。掌軍事謀劃及公文、書信。 ,
出師表,侍中、尚書、長史、參軍，此悉,貞亮死節,之臣也，,忠貞信實，能為節義而死。,
出師表,侍中、尚書、長史、參軍，此悉貞,亮,死節之臣也,通「諒」，誠信。 ,
出師表,臣本布衣，,躬耕,於南陽，苟全性命於亂世，,親自耕種。 ,
出師表,臣本布衣，躬耕於,南陽,，苟全性命於亂世，,漢郡名，轄有今河南省西南部及湖北省北部。,
出師表,苟全性命於亂世，不求,聞達,于諸侯。,名聲顯達。,
出師表,苟全性命於亂世，不求,聞,達于諸侯。,名聲。 ,
出師表,先帝不以臣,卑鄙,，猥自枉屈，三顧臣於草廬之中，,身分卑微，見識鄙陋。此為謙詞。 ,
出師表,先帝不以臣卑鄙，,猥自枉屈,，三顧臣於草廬之中，,委屈自己，屈尊就卑。 ,
出師表,先帝不以臣卑鄙，,猥,自枉屈，三顧臣於草廬之中，,音ㄨㄟˇ，辱。,
出師表,先帝不以臣卑鄙，猥自,枉屈,，三顧臣於草廬之中,音ㄨㄤˇㄑㄩ，降低身分。,
出師表,先帝不以臣卑鄙，猥自枉屈，三,顧,臣於草廬之中，,拜訪。 ,
出師表,由是,感激,，遂許先帝以驅馳。,感動激發。,
出師表,由是感激，遂許先帝以,驅馳,。,指奔走效力。 ,
出師表,,後值傾覆,，受任於敗軍之際,後來遭遇失敗。指漢獻帝建安十三年、劉備於湖北當陽長坂坡（今湖北當陽）為曹操所敗之事。,
出師表,後值,傾覆,，受任於敗軍之際，,失敗。,
出師表,後值傾覆，,受任於敗軍之際，奉命於危難之間,,在兵敗、有危險與災難之時接受任命。指漢獻帝建安十三年，劉備兵敗，退守夏囗（今湖北武漢），諸葛亮奉命出使，向孫權求援。後來蜀、吳聯軍，於赤壁之戰中大敗曹軍。 ,
出師表,受任於敗軍之際，奉命於危難之間，,爾來二十有一年,矣！,諸葛亮自漢獻帝建安十二年答應效力，至蜀漢後主建興五年上表出師，前後共二十一年。,
出師表,奉命於危難之間，,爾來,二十有一年矣！,從那時以來。 ,
出師表,先帝知臣謹慎，故,臨崩寄臣以大事,也,指劉備臨終前，於白帝城託付諸葛亮輔佐劉禪一事。,
出師表,先帝知臣謹慎，故臨崩,寄,臣以大事也。,託付。 ,
出師表,受命以來，,夙夜憂嘆,，恐託付不效，以傷先帝之明。,從早到晚，憂思感嘆。,
出師表,受命以來，,夙,夜憂嘆，恐託付不效，以傷先帝之明。,早晨。 ,
出師表,受命以來，夙夜憂嘆，恐託付,不效,，以傷先帝之明。,不成功。,
出師表,受命以來，夙夜憂嘆，恐託付不,效,，以傷先帝之明。,功效，引申為任務，當名詞用。,
出師表,故,五月渡瀘,，深入不毛。,蜀漢後主建興三年春，諸葛亮率軍南征雲南、五月時渡過瀘水，擒服孟獲，平定亂事。 ,
出師表,故五月渡瀘，深入,不毛,。,草木不生，指蠻荒地區。,
出師表,故五月渡瀘，深入不,毛,。,地面所生的植物，多指農作物。,
出師表,,庶竭駑鈍,，攘除姦凶，興復漢室，還於舊都,希望能竭盡拙劣的才能。,
出師表,,庶,竭駑鈍，攘除姦凶，興復漢室，還於舊都,希望。,
出師表,庶竭,駑鈍,，攘除姦凶，興復漢室，還於舊都；,指才能拙劣，自謙之詞。,
出師表,庶竭,駑,鈍，攘除姦凶，興復漢室，還於舊都；,音ㄋㄨˊ，劣馬。,
出師表,庶竭駑,鈍,，攘除姦凶，興復漢室，還於舊都；,刀不鋒利。 ,
出師表,庶竭駑鈍，,攘除姦凶,，興復漢室，還於舊都；,消滅奸惡之徒，指消滅曹魏。,
出師表,庶竭駑鈍，,攘,除姦凶，興復漢室，還於舊都；,音ㄖㄤˊ，消滅。,
出師表,庶竭駑鈍，攘除姦凶，興復漢室，還於,舊都,；,指東漢首都洛陽。 ,
出師表,至於,斟酌損益,，進盡忠言，則攸之、禕、允之任也。,衡量事理而予以興革。,
出師表,至於,斟酌,損益，進盡忠言，則攸之、禕、允之任也。,音ㄓㄣ ㄓㄨㄛˊ，衡量。,
出師表,至於斟酌,損,益，進盡忠言，則攸之、禕、允之任也。,减少，此指革除。,
出師表,至於斟酌損,益,，進盡忠言，則攸之、禕、允之任也。,增加，此指興辦。,
出師表,若無興德之言，則責攸之、禕、允等之,慢,，以彰其咎。,怠惰。,
出師表,若無興德之言，則責攸之、禕、允等之慢，,以彰其咎,。,用來表明他們的過失。 ,
出師表,陛下亦宜,自課,，以諮諏善道，察納雅言。,自我省察。,
出師表,陛下亦宜自,課,，以諮諏善道，察納雅言。,考察。 ,
出師表,陛下亦宜自課，以,諮諏善道,，察納雅言。,訪求治國的良策。,
出師表,陛下亦宜自課，以諮,諏,善道，察納雅言。,音ㄗㄡ，諮詢。,
出師表,陛下亦宜自課，以諮諏善道，察納,雅言,。,正確合理的言論。雅，正。,
出師表,深追,先帝遺詔,，臣不勝受恩感激。,劉備臨終前告誡其子劉禪云:「勉之!勉之!勿以惡小而為之,勿以善小而不為。惟賢惟德，能服於人。」 ,
出師表,今當遠離，臨表涕泣，,不知所云,。,不知所言為何，表示感慨至極。,
